Event Index	UTC Timestamp	UTC Date and Time	Local Timestamp	Local Timezone	Local Date and Time	Experiment ID	Experiment Version	Tree Node Key	Repeat Key	Schedule ID	Participant Public ID	Participant Starting Group	Participant Status	Participant Completion Code	Participant External Session ID	Participant Device Type	Participant Device	Participant OS	Participant Browser	Participant Monitor Size	Participant Viewport Size	Checkpoint	Room ID	Room Order	Task Name	Task Version	Spreadsheet	Trial Number	Display	Screen	Screen ID	Screen Counter	Response Type	Response	Onset Time	Clock Time	Reaction Time	Absolute Onset Time	Absolute Clock Time	Absolute Reaction Time	Correct	Response Onset	Response Duration	Proportion	Tag	Component Name	Object Name	Object Number	Object ID	Spreadsheet: display	Spreadsheet: screen	Spreadsheet: randomise_trials	Spreadsheet: pcp	Spreadsheet: pcp_string	Spreadsheet: group_no	Spreadsheet: sample_size	Spreadsheet: set_no	Spreadsheet: spacing	Spreadsheet: estimated_value	Spreadsheet: attention_image	Spreadsheet: correct_attention_choice	Spreadsheet: correct_answer	Spreadsheet: scale_factor	Spreadsheet: refactored_correct_answer	Spreadsheet: question_counter	Spreadsheet: text	Spreadsheet: helptext	Manipulation: Spreadsheet
1	1696862910282	09/10/2023 14:48:30	1696866510282	1	09/10/2023 16:48:30	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1						5	BEGIN							0																											
2	1696862919884	09/10/2023 14:48:39	1696866519884	1	09/10/2023 16:48:39	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	1	introduction	instructions	kzvwwb	1	continue		9626.239999999998	9609.556999999999	9626.239999999998	9626.239999999998	9609.556999999999	9626.239999999998	1	9626.239999999998	0	0		Click To Continue	Continue Button	2	object-23	introduction	instructions															"This evaluation is examining how effectively values in a series can be traced in parallel coordinates plots with varying layouts.
The next section contains 6 training questions. Your answers will not be recorded and you may take as much time as needed.
After the training section you will be given the opportunity to pause before the live questions begin.
Thanks for participating!
Please click ‘Continue’ to start."		
3	1696862937062	09/10/2023 14:48:57	1696866537062	1	09/10/2023 16:48:57	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	1	training	pcp_vt_examples	3lq3u9	1	continue		17194.562999952315	17183.989	17194.562999952315	17194.562999952315	17183.989	17194.562999952315	1	17194.562999952315	0	0		Click To Continue	Continue Button	9	object-20	training	pcp_vt_examples		examples_pcp_vt_size_10_set_0_120.png	examples_pcp_vt_size_10_set_0_120	examples	10	0	120				19			1			
4	1696862937064	09/10/2023 14:48:57	1696866537064	1	09/10/2023 16:48:57	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	1	training	pcp_vt_examples	3lq3u9	1	response	19	15115.218000000003	17183.989	17196.562999952315	15115.218000000003	17183.989	17196.562999952315	1	15115.218000000003	2081.3449999523127	0		Number Entry	estimated_value	8	object-19	training	pcp_vt_examples		examples_pcp_vt_size_10_set_0_120.png	examples_pcp_vt_size_10_set_0_120	examples	10	0	120				19			1			
5	1696862950928	09/10/2023 14:49:10	1696866550928	1	09/10/2023 16:49:10	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	2	training	pcp_vt_examples	3lq3u9	1	continue		13876.67399997616	13863.893	13876.67399997616	13876.67399997616	13863.893	13876.67399997616	1	13876.67399997616	0	0		Click To Continue	Continue Button	9	object-20	training	pcp_vt_examples		examples_pcp_vt_size_20_set_0_120.png	examples_pcp_vt_size_20_set_0_120	examples	20	0	120				13			1			
6	1696862950929	09/10/2023 14:49:10	1696866550929	1	09/10/2023 16:49:10	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	2	training	pcp_vt_examples	3lq3u9	1	response	28	10260.283	13863.893	13878.274000000001	10260.283	13863.893	13878.274000000001	1	10260.283	3617.991000000002	0		Number Entry	estimated_value	8	object-19	training	pcp_vt_examples		examples_pcp_vt_size_20_set_0_120.png	examples_pcp_vt_size_20_set_0_120	examples	20	0	120				13			1			
7	1696862963985	09/10/2023 14:49:23	1696866563985	1	09/10/2023 16:49:23	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	3	training	pcp_vt_examples	3lq3u9	1	continue		13070.180999952318	13063.130000000005	13070.180999952318	13070.180999952318	13063.130000000005	13070.180999952318	1	13070.180999952318	0	0		Click To Continue	Continue Button	9	object-20	training	pcp_vt_examples		examples_pcp_vt_size_40_set_0_120.png	examples_pcp_vt_size_40_set_0_120	examples	40	0	120				38			1			
8	1696862963986	09/10/2023 14:49:23	1696866563986	1	09/10/2023 16:49:23	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	3	training	pcp_vt_examples	3lq3u9	1	response	38	10760.808000000005	13063.130000000005	13071.481000023843	10760.808000000005	13063.130000000005	13071.481000023843	1	10760.808000000005	2310.6730000238385	0		Number Entry	estimated_value	8	object-19	training	pcp_vt_examples		examples_pcp_vt_size_40_set_0_120.png	examples_pcp_vt_size_40_set_0_120	examples	40	0	120				38			1			
9	1696862974770	09/10/2023 14:49:34	1696866574770	1	09/10/2023 16:49:34	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	4	training	pcp_vt_examples	3lq3u9	1	continue		10792.250999999997	10777.499000000003	10792.250999999997	10792.250999999997	10777.499000000003	10792.250999999997	1	10792.250999999997	0	0		Click To Continue	Continue Button	9	object-20	training	pcp_vt_examples		examples_pcp_vt_size_10_set_1_120.png	examples_pcp_vt_size_10_set_1_120	examples	10	1	120				3			1			
10	1696862974772	09/10/2023 14:49:34	1696866574772	1	09/10/2023 16:49:34	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	4	training	pcp_vt_examples	3lq3u9	1	response	4	8792.142999999996	10777.499000000003	10793.851000023838	8792.142999999996	10777.499000000003	10793.851000023838	1	8792.142999999996	2001.708000023842	0		Number Entry	estimated_value	8	object-19	training	pcp_vt_examples		examples_pcp_vt_size_10_set_1_120.png	examples_pcp_vt_size_10_set_1_120	examples	10	1	120				3			1			
11	1696862987596	09/10/2023 14:49:47	1696866587596	1	09/10/2023 16:49:47	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	5	training	pcp_vt_examples	3lq3u9	1	continue		12840.352000023835	12829.554999999993	12840.352000023835	12840.352000023835	12829.554999999993	12840.352000023835	1	12840.352000023835	0	0		Click To Continue	Continue Button	9	object-20	training	pcp_vt_examples		examples_pcp_vt_size_20_set_1_120.png	examples_pcp_vt_size_20_set_1_120	examples	20	1	120				6			1			
12	1696862987597	09/10/2023 14:49:47	1696866587597	1	09/10/2023 16:49:47	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	5	training	pcp_vt_examples	3lq3u9	1	response	5	10760.813999999998	12829.554999999993	12841.651999976151	10760.813999999998	12829.554999999993	12841.651999976151	1	10760.813999999998	2080.837999976153	0		Number Entry	estimated_value	8	object-19	training	pcp_vt_examples		examples_pcp_vt_size_20_set_1_120.png	examples_pcp_vt_size_20_set_1_120	examples	20	1	120				6			1			
13	1696863002888	09/10/2023 14:50:02	1696866602888	1	09/10/2023 16:50:02	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	6	training	pcp_vt_examples	3lq3u9	1	continue		15302.996999952316	15298.703999999998	15302.996999952316	15302.996999952316	15298.703999999998	15302.996999952316	1	15302.996999952316	0	0		Click To Continue	Continue Button	9	object-20	training	pcp_vt_examples		examples_pcp_vt_size_40_set_1_120.png	examples_pcp_vt_size_40_set_1_120	examples	40	1	120				21			1			
14	1696863002889	09/10/2023 14:50:02	1696866602889	1	09/10/2023 16:50:02	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	6	training	pcp_vt_examples	3lq3u9	1	response	22	13313.392000000007	15298.703999999998	15304.397000047684	13313.392000000007	15298.703999999998	15304.397000047684	1	13313.392000000007	1991.0050000476767	0		Number Entry	estimated_value	8	object-19	training	pcp_vt_examples		examples_pcp_vt_size_40_set_1_120.png	examples_pcp_vt_size_40_set_1_120	examples	40	1	120				21			1			
15	1696863012183	09/10/2023 14:50:12	1696866612183	1	09/10/2023 16:50:12	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	1	begin_trial	begin	or4qll	1	continue		9299.693000047686	9292.657000000007	9299.693000047686	9299.693000047686	9292.657000000007	9299.693000047686	1	9299.693000047686	0	0		Click To Continue	Continue Button	2	object-102	begin_trial	begin															"# Start of live questions
Click 'Continue' to begin the live test. Your answers will be recorded. Please try to complete all the questions without taking a break. The test should take no more than 15 minutes to complete."		
16	1696863014147	09/10/2023 14:50:14	1696866614147	1	09/10/2023 16:50:14	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	1	pcp_vt	fixation	gec9f5	1	continue		1968.6529999999912	1968.6529999999912	1968.6529999999912	1968.6529999999912	1968.6529999999912	1968.6529999999912	1	1968.6529999999912	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_20_set_0_120.png	live_2_pcp_vt_size_20_set_0_120	2	20	0	120				46	4	86	1			
17	1696863024576	09/10/2023 14:50:24	1696866624576	1	09/10/2023 16:50:24	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	1	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		10431.283000023846	10427.143000000011	10431.283000023846	10431.283000023846	10427.143000000011	10431.283000023846	1	10431.283000023846	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_20_set_0_120.png	live_2_pcp_vt_size_20_set_0_120	2	20	0	120				46	4	86	1			
18	1696863024577	09/10/2023 14:50:24	1696866624577	1	09/10/2023 16:50:24	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	1	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	87	9075.804000000004	10427.143000000011	10432.383000047688	9075.804000000004	10427.143000000011	10432.383000047688	1	9075.804000000004	1356.5790000476845	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_20_set_0_120.png	live_2_pcp_vt_size_20_set_0_120	2	20	0	120				46	4	86	1			
19	1696863026542	09/10/2023 14:50:26	1696866626542	1	09/10/2023 16:50:26	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	2	pcp_vt	fixation	gec9f5	1	continue		1968.62999999999	1968.62999999999	1968.62999999999	1968.62999999999	1968.62999999999	1968.62999999999	1	1968.62999999999	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_20_set_0_30.png	live_2_pcp_vt_size_20_set_0_30	2	20	0	30				46	1	56	1			
20	1696863035514	09/10/2023 14:50:35	1696866635514	1	09/10/2023 16:50:35	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	2	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		8973.309999976162	8959.010999999999	8973.309999976162	8973.309999976162	8959.010999999999	8973.309999976162	1	8973.309999976162	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_20_set_0_30.png	live_2_pcp_vt_size_20_set_0_30	2	20	0	30				46	1	56	1			
21	1696863035515	09/10/2023 14:50:35	1696866635515	1	09/10/2023 16:50:35	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	2	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	57	8024.739000000001	8959.010999999999	8974.610000047687	8024.739000000001	8959.010999999999	8974.610000047687	1	8024.739000000001	949.8710000476858	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_20_set_0_30.png	live_2_pcp_vt_size_20_set_0_30	2	20	0	30				46	1	56	1			
22	1696863037470	09/10/2023 14:50:37	1696866637470	1	09/10/2023 16:50:37	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	3	pcp_vt	fixation	gec9f5	1	continue		1968.6300000000047	1968.6300000000047	1968.6300000000047	1968.6300000000047	1968.6300000000047	1968.6300000000047	1	1968.6300000000047	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_40_set_0_240.png	live_1_pcp_vt_size_40_set_0_240	1	40	0	240				30	8	110	1			
23	1696863056108	09/10/2023 14:50:56	1696866656108	1	09/10/2023 16:50:56	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	3	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		18639.769	18635.40400000001	18639.769	18639.769	18635.40400000001	18639.769	1	18639.769	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_40_set_0_240.png	live_1_pcp_vt_size_40_set_0_240	1	40	0	240				30	8	110	1			
24	1696863056110	09/10/2023 14:50:56	1696866656110	1	09/10/2023 16:50:56	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	3	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	111	16399.818	18635.40400000001	18641.769	16399.818	18635.40400000001	18641.769	1	16399.818	2241.951000000001	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_40_set_0_240.png	live_1_pcp_vt_size_40_set_0_240	1	40	0	240				30	8	110	1			
25	1696863058073	09/10/2023 14:50:58	1696866658073	1	09/10/2023 16:50:58	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	4	pcp_vt	fixation	gec9f5	1	continue		1968.6549999999988	1968.6549999999988	1968.6549999999988	1968.6549999999988	1968.6549999999988	1968.6549999999988	1	1968.6549999999988	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_20_set_0_60.png	live_3_pcp_vt_size_20_set_0_60	3	20	0	60				35	2	55	1			
26	1696863071591	09/10/2023 14:51:11	1696866671591	1	09/10/2023 16:51:11	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	4	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		13519.009999952308	13513.569999999978	13519.009999952308	13519.009999952308	13513.569999999978	13519.009999952308	1	13519.009999952308	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_20_set_0_60.png	live_3_pcp_vt_size_20_set_0_60	3	20	0	60				35	2	55	1			
27	1696863071594	09/10/2023 14:51:11	1696866671594	1	09/10/2023 16:51:11	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	4	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	56	12362.380000000005	13513.569999999978	13521.509999952308	12362.380000000005	13513.569999999978	13521.509999952308	1	12362.380000000005	1159.1299999523035	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_20_set_0_60.png	live_3_pcp_vt_size_20_set_0_60	3	20	0	60				35	2	55	1			
28	1696863073555	09/10/2023 14:51:13	1696866673555	1	09/10/2023 16:51:13	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	5	pcp_vt	fixation	gec9f5	1	continue		1968.6320000000123	1968.6320000000123	1968.6320000000123	1968.6320000000123	1968.6320000000123	1968.6320000000123	1	1968.6320000000123	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_120.png	live_2_pcp_vt_size_10_set_0_120	2	10	0	120				45	4	85	1			
29	1696863083231	09/10/2023 14:51:23	1696866683231	1	09/10/2023 16:51:23	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	5	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		9676.388999999996	9659.706000000006	9676.388999999996	9676.388999999996	9659.706000000006	9676.388999999996	1	9676.388999999996	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_120.png	live_2_pcp_vt_size_10_set_0_120	2	10	0	120				45	4	85	1			
30	1696863083233	09/10/2023 14:51:23	1696866683233	1	09/10/2023 16:51:23	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	5	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	87	8692.05799999999	9659.706000000006	9676.388999999996	8692.05799999999	9659.706000000006	9676.388999999996	1	8692.05799999999	984.3310000000056	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_120.png	live_2_pcp_vt_size_10_set_0_120	2	10	0	120				45	4	85	1			
31	1696863085183	09/10/2023 14:51:25	1696866685183	1	09/10/2023 16:51:25	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	6	pcp_vt	fixation	gec9f5	1	continue		1968.6259999999893	1968.6259999999893	1968.6259999999893	1968.6259999999893	1968.6259999999893	1968.6259999999893	1	1968.6259999999893	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_480.png	live_2_pcp_vt_size_10_set_0_480	2	10	0	480				45	16	205	1			
32	1696863108747	09/10/2023 14:51:48	1696866708747	1	09/10/2023 16:51:48	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	6	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		23564.075999976165	23556.988000000012	23564.075999976165	23564.075999976165	23556.988000000012	23564.075999976165	1	23564.075999976165	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_480.png	live_2_pcp_vt_size_10_set_0_480	2	10	0	480				45	16	205	1			
33	1696863108748	09/10/2023 14:51:48	1696866708748	1	09/10/2023 16:51:48	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	6	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	208	22222.320999999996	23556.988000000012	23565.575999976165	22222.320999999996	23556.988000000012	23565.575999976165	1	22222.320999999996	1343.2549999761686	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_480.png	live_2_pcp_vt_size_10_set_0_480	2	10	0	480				45	16	205	1			
34	1696863110709	09/10/2023 14:51:50	1696866710709	1	09/10/2023 16:51:50	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	7	pcp_vt	fixation	gec9f5	1	continue		1968.6389999999956	1968.6389999999956	1968.6389999999956	1968.6389999999956	1968.6389999999956	1968.6389999999956	1	1968.6389999999956	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_480.png	live_3_pcp_vt_size_10_set_0_480	3	10	0	480				47	16	207	1			
35	1696863120445	09/10/2023 14:52:00	1696866720445	1	09/10/2023 16:52:00	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	7	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		9736.048999999999	9726.446999999986	9736.048999999999	9736.048999999999	9726.446999999986	9736.048999999999	1	9736.048999999999	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_480.png	live_3_pcp_vt_size_10_set_0_480	3	10	0	480				47	16	207	1			
36	1696863120446	09/10/2023 14:52:00	1696866720446	1	09/10/2023 16:52:00	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	7	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	208	8525.431000000011	9726.446999999986	9737.649000023841	8525.431000000011	9726.446999999986	9737.649000023841	1	8525.431000000011	1212.2180000238295	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_480.png	live_3_pcp_vt_size_10_set_0_480	3	10	0	480				47	16	207	1			
37	1696863122404	09/10/2023 14:52:02	1696866722404	1	09/10/2023 16:52:02	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	8	pcp_vt	fixation	gec9f5	1	continue		1968.6630000000005	1968.6630000000005	1968.6630000000005	1968.6630000000005	1968.6630000000005	1968.6630000000005	1	1968.6630000000005	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_20_set_0_30.png	live_3_pcp_vt_size_20_set_0_30	3	20	0	30				35	1	45	1			
38	1696863137840	09/10/2023 14:52:17	1696866737840	1	09/10/2023 16:52:17	142982	9	task-i1zc		32116403	623c7c7622e9904de7912e1ce4a7797f		complete		6524205dcaa30f89a314b945	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1920x1080	1920x931			0	pcp_vt	13	Spreadsheet1	8	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		15435.838999976171	15432.143000000011	15435.838999976171	15435.838999976171	15432.143000000011	15435.838999976171	1	15435.838999976171	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_20_set_0_30.png	live_3_pcp_vt_size_20_set_0_30	3	20	0	30				35	1	45	1			
