Event Index	UTC Timestamp	UTC Date and Time	Local Timestamp	Local Timezone	Local Date and Time	Experiment ID	Experiment Version	Tree Node Key	Repeat Key	Schedule ID	Participant Public ID	Participant Starting Group	Participant Status	Participant Completion Code	Participant External Session ID	Participant Device Type	Participant Device	Participant OS	Participant Browser	Participant Monitor Size	Participant Viewport Size	Checkpoint	Room ID	Room Order	Task Name	Task Version	Spreadsheet	Trial Number	Display	Screen	Screen ID	Screen Counter	Response Type	Response	Onset Time	Clock Time	Reaction Time	Absolute Onset Time	Absolute Clock Time	Absolute Reaction Time	Correct	Response Onset	Response Duration	Proportion	Tag	Component Name	Object Name	Object Number	Object ID	Spreadsheet: display	Spreadsheet: screen	Spreadsheet: randomise_trials	Spreadsheet: pcp	Spreadsheet: pcp_string	Spreadsheet: group_no	Spreadsheet: sample_size	Spreadsheet: set_no	Spreadsheet: spacing	Spreadsheet: estimated_value	Spreadsheet: attention_image	Spreadsheet: correct_attention_choice	Spreadsheet: correct_answer	Spreadsheet: scale_factor	Spreadsheet: refactored_correct_answer	Spreadsheet: question_counter	Spreadsheet: text	Spreadsheet: helptext	Manipulation: Spreadsheet
119	1696860495898	09/10/2023 14:08:15	1696867695898	2	09/10/2023 18:08:15	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	34	pcp_vt	fixation	gec9f5	1	continue		1965.0729999999749	1965.0729999999749	1965.0729999999749	1965.0729999999749	1965.0729999999749	1965.0729999999749	1	1965.0729999999749	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_30.png	live_3_pcp_vt_size_10_set_0_30	3	10	0	30				47	1	57	1			
120	1696860509983	09/10/2023 14:08:29	1696867709983	2	09/10/2023 18:08:29	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	34	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		14085.119000095408	14074.283000000054	14085.119000095408	14085.119000095408	14074.283000000054	14085.119000095408	1	14085.119000095408	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_30.png	live_3_pcp_vt_size_10_set_0_30	3	10	0	30				47	1	57	1			
121	1696860509988	09/10/2023 14:08:29	1696867709988	2	09/10/2023 18:08:29	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	34	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	68	10976.107000000076	14074.283000000054	14090.319000143092	10976.107000000076	14074.283000000054	14090.319000143092	1	10976.107000000076	3114.2120001430158	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_30.png	live_3_pcp_vt_size_10_set_0_30	3	10	0	30				47	1	57	1			
122	1696860511938	09/10/2023 14:08:31	1696867711938	2	09/10/2023 18:08:31	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	35	pcp_vt	fixation	gec9f5	1	continue		1965.4229999999516	1965.4229999999516	1965.4229999999516	1965.4229999999516	1965.4229999999516	1965.4229999999516	1	1965.4229999999516	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_30.png	live_2_pcp_vt_size_10_set_0_30	2	10	0	30				45	1	55	1			
123	1696860530408	09/10/2023 14:08:50	1696867730408	2	09/10/2023 18:08:50	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	35	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		18470.413000095403	18454.13400000008	18470.413000095403	18470.413000095403	18454.13400000008	18470.413000095403	1	18470.413000095403	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_30.png	live_2_pcp_vt_size_10_set_0_30	2	10	0	30				45	1	55	1			
124	1696860530412	09/10/2023 14:08:50	1696867730412	2	09/10/2023 18:08:50	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	35	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	56	16721.961000000127	18454.13400000008	18470.726000000024	16721.961000000127	18454.13400000008	18470.726000000024	1	16721.961000000127	1748.7649999998976	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_30.png	live_2_pcp_vt_size_10_set_0_30	2	10	0	30				45	1	55	1			
125	1696860532357	09/10/2023 14:08:52	1696867732357	2	09/10/2023 18:08:52	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	36	pcp_vt	fixation	gec9f5	1	continue		1965.5359999998473	1965.5359999998473	1965.5359999998473	1965.5359999998473	1965.5359999998473	1965.5359999998473	1	1965.5359999998473	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_480.png	live_2_pcp_vt_size_10_set_0_480	2	10	0	480				45	16	205	1			
126	1696860548585	09/10/2023 14:09:08	1696867748585	2	09/10/2023 18:09:08	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	36	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		16228.642999952426	16222.862000000197	16228.642999952426	16228.642999952426	16222.862000000197	16228.642999952426	1	16228.642999952426	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_480.png	live_2_pcp_vt_size_10_set_0_480	2	10	0	480				45	16	205	1			
127	1696860548591	09/10/2023 14:09:08	1696867748591	2	09/10/2023 18:09:08	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	36	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	210	14540.102000000188	16222.862000000197	16234.243000095477	14540.102000000188	16222.862000000197	16234.243000095477	1	14540.102000000188	1694.1410000952892	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_480.png	live_2_pcp_vt_size_10_set_0_480	2	10	0	480				45	16	205	1			
128	1696860550546	09/10/2023 14:09:10	1696867750546	2	09/10/2023 18:09:10	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	37	pcp_vt	fixation	gec9f5	1	continue		1964.8839999998454	1964.8839999998454	1964.8839999998454	1964.8839999998454	1964.8839999998454	1964.8839999998454	1	1964.8839999998454	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_40_set_0_240.png	live_2_pcp_vt_size_40_set_0_240	2	40	0	240				15	8	95	1			
129	1696860626172	09/10/2023 14:10:26	1696867826172	2	09/10/2023 18:10:26	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	37	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		75627.39699995238	75616.84900000016	75627.39699995238	75627.39699995238	75616.84900000016	75627.39699995238	1	75627.39699995238	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_40_set_0_240.png	live_2_pcp_vt_size_40_set_0_240	2	40	0	240				15	8	95	1			
130	1696860626177	09/10/2023 14:10:26	1696867826177	2	09/10/2023 18:10:26	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	37	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	97	73801.57799999998	75616.84900000016	75632.29700004775	73801.57799999998	75616.84900000016	75632.29700004775	1	73801.57799999998	1830.7190000477713	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_40_set_0_240.png	live_2_pcp_vt_size_40_set_0_240	2	40	0	240				15	8	95	1			
131	1696860628128	09/10/2023 14:10:28	1696867828128	2	09/10/2023 18:10:28	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	38	pcp_vt	fixation	gec9f5	1	continue		1965.530999999959	1965.530999999959	1965.530999999959	1965.530999999959	1965.530999999959	1965.530999999959	1	1965.530999999959	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_20_set_0_60.png	live_3_pcp_vt_size_20_set_0_60	3	20	0	60				35	2	55	1			
132	1696860652910	09/10/2023 14:10:52	1696867852910	2	09/10/2023 18:10:52	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	38	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		24782.617000095313	24766.42799999984	24782.617000095313	24782.617000095313	24766.42799999984	24782.617000095313	1	24782.617000095313	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_20_set_0_60.png	live_3_pcp_vt_size_20_set_0_60	3	20	0	60				35	2	55	1			
133	1696860652912	09/10/2023 14:10:52	1696867852912	2	09/10/2023 18:10:52	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	38	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	56	23467.699999999953	24766.42799999984	24782.722999999765	23467.699999999953	24766.42799999984	24782.722999999765	1	23467.699999999953	1315.0229999998119	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_20_set_0_60.png	live_3_pcp_vt_size_20_set_0_60	3	20	0	60				35	2	55	1			
134	1696860654860	09/10/2023 14:10:54	1696867854860	2	09/10/2023 18:10:54	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	39	pcp_vt	fixation	gec9f5	1	continue		1965.6620000000112	1965.6620000000112	1965.6620000000112	1965.6620000000112	1965.6620000000112	1965.6620000000112	1	1965.6620000000112	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_40_set_0_480.png	live_3_pcp_vt_size_40_set_0_480	3	40	0	480				21	16	181	1			
135	1696860677662	09/10/2023 14:11:17	1696867877662	2	09/10/2023 18:11:17	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	39	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		22802.92699995241	22801.308000000194	22802.92699995241	22802.92699995241	22801.308000000194	22802.92699995241	1	22802.92699995241	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_40_set_0_480.png	live_3_pcp_vt_size_40_set_0_480	3	40	0	480				21	16	181	1			
136	1696860677666	09/10/2023 14:11:17	1696867877666	2	09/10/2023 18:11:17	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	39	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	200	19420.224000000162	22801.308000000194	22807.127000000095	19420.224000000162	22801.308000000194	22807.127000000095	1	19420.224000000162	3386.902999999933	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_40_set_0_480.png	live_3_pcp_vt_size_40_set_0_480	3	40	0	480				21	16	181	1			
137	1696860679627	09/10/2023 14:11:19	1696867879627	2	09/10/2023 18:11:19	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	40	pcp_vt	fixation	gec9f5	1	continue		1965.6159999999218	1965.6159999999218	1965.6159999999218	1965.6159999999218	1965.6159999999218	1965.6159999999218	1	1965.6159999999218	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_240.png	live_3_pcp_vt_size_10_set_0_240	3	10	0	240				47	8	127	1			
138	1696860690126	09/10/2023 14:11:30	1696867890126	2	09/10/2023 18:11:30	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	40	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		10500.20299999998	10493.111999999965	10500.20299999998	10500.20299999998	10493.111999999965	10500.20299999998	1	10500.20299999998	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_240.png	live_3_pcp_vt_size_10_set_0_240	3	10	0	240				47	8	127	1			
139	1696860690130	09/10/2023 14:11:30	1696867890130	2	09/10/2023 18:11:30	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	40	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	129	8744.118000000017	10493.111999999965	10504.403000047663	8744.118000000017	10493.111999999965	10504.403000047663	1	8744.118000000017	1760.2850000476465	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_240.png	live_3_pcp_vt_size_10_set_0_240	3	10	0	240				47	8	127	1			
140	1696860692086	09/10/2023 14:11:32	1696867892086	2	09/10/2023 18:11:32	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	41	pcp_vt	fixation	gec9f5	1	continue		1965.03600000008	1965.03600000008	1965.03600000008	1965.03600000008	1965.03600000008	1965.03600000008	1	1965.03600000008	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_40_set_0_60.png	live_1_pcp_vt_size_40_set_0_60	1	40	0	60				30	2	50	1			
141	1696860710227	09/10/2023 14:11:50	1696867910227	2	09/10/2023 18:11:50	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	41	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		18143.054999999935	18138.04299999983	18143.054999999935	18143.054999999935	18138.04299999983	18143.054999999935	1	18143.054999999935	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_40_set_0_60.png	live_1_pcp_vt_size_40_set_0_60	1	40	0	60				30	2	50	1			
142	1696860710231	09/10/2023 14:11:50	1696867910231	2	09/10/2023 18:11:50	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	41	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	50	16372.744999999879	18138.04299999983	18146.955000095302	16372.744999999879	18138.04299999983	18146.955000095302	1	16372.744999999879	1774.2100000954233	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_40_set_0_60.png	live_1_pcp_vt_size_40_set_0_60	1	40	0	60				30	2	50	1			
143	1696860712188	09/10/2023 14:11:52	1696867912188	2	09/10/2023 18:11:52	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	42	pcp_vt	fixation	gec9f5	1	continue		1965.5700000000652	1965.5700000000652	1965.5700000000652	1965.5700000000652	1965.5700000000652	1965.5700000000652	1	1965.5700000000652	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_40_set_0_30.png	live_1_pcp_vt_size_40_set_0_30	1	40	0	30				30	1	40	1			
144	1696860732886	09/10/2023 14:12:12	1696867932886	2	09/10/2023 18:12:12	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	42	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		20698.741999952355	20686.03099999996	20698.741999952355	20698.741999952355	20686.03099999996	20698.741999952355	1	20698.741999952355	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_40_set_0_30.png	live_1_pcp_vt_size_40_set_0_30	1	40	0	30				30	1	40	1			
145	1696860732890	09/10/2023 14:12:12	1696867932890	2	09/10/2023 18:12:12	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	42	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	59	18887.148999999976	20686.03099999996	20702.04200014309	18887.148999999976	20686.03099999996	20702.04200014309	1	18887.148999999976	1814.8930001431145	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_40_set_0_30.png	live_1_pcp_vt_size_40_set_0_30	1	40	0	30				30	1	40	1			
146	1696860734841	09/10/2023 14:12:14	1696867934841	2	09/10/2023 18:12:14	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	43	pcp_vt	fixation	gec9f5	1	continue		1965.4280000000726	1965.4280000000726	1965.4280000000726	1965.4280000000726	1965.4280000000726	1965.4280000000726	1	1965.4280000000726	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_120.png	live_2_pcp_vt_size_10_set_0_120	2	10	0	120				45	4	85	1			
147	1696860745231	09/10/2023 14:12:25	1696867945231	2	09/10/2023 18:12:25	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	43	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		10392.083000143059	10376.585999999894	10392.083000143059	10392.083000143059	10376.585999999894	10392.083000143059	1	10392.083000143059	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_120.png	live_2_pcp_vt_size_10_set_0_120	2	10	0	120				45	4	85	1			
148	1696860745235	09/10/2023 14:12:25	1696867945235	2	09/10/2023 18:12:25	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	43	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	88	8960.93299999996	10376.585999999894	10393.168999999762	8960.93299999996	10376.585999999894	10393.168999999762	1	8960.93299999996	1432.2359999998007	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_2_pcp_vt_size_10_set_0_120.png	live_2_pcp_vt_size_10_set_0_120	2	10	0	120				45	4	85	1			
149	1696860747182	09/10/2023 14:12:27	1696867947182	2	09/10/2023 18:12:27	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	44	pcp_vt	fixation	gec9f5	1	continue		1965.344000000041	1965.344000000041	1965.344000000041	1965.344000000041	1965.344000000041	1965.344000000041	1	1965.344000000041	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_480.png	live_3_pcp_vt_size_10_set_0_480	3	10	0	480				47	16	207	1			
150	1696860767973	09/10/2023 14:12:47	1696867967973	2	09/10/2023 18:12:47	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	44	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		20792.253000047756	20786.038000000175	20792.253000047756	20792.253000047756	20786.038000000175	20792.253000047756	1	20792.253000047756	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_480.png	live_3_pcp_vt_size_10_set_0_480	3	10	0	480				47	16	207	1			
151	1696860767978	09/10/2023 14:12:47	1696867967978	2	09/10/2023 18:12:47	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	44	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	180	15423.170000000158	20786.038000000175	20796.95300009544	15423.170000000158	20786.038000000175	20796.95300009544	1	15423.170000000158	5373.783000095282	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_3_pcp_vt_size_10_set_0_480.png	live_3_pcp_vt_size_10_set_0_480	3	10	0	480				47	16	207	1			
152	1696860769933	09/10/2023 14:12:49	1696867969933	2	09/10/2023 18:12:49	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	45	pcp_vt	fixation	gec9f5	1	continue		1965.5789999999106	1965.5789999999106	1965.5789999999106	1965.5789999999106	1965.5789999999106	1965.5789999999106	1	1965.5789999999106	0	0		Fixation Timing	Fixation	1	object-29	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_10_set_0_480.png	live_1_pcp_vt_size_10_set_0_480	1	10	0	480				40	16	200	1			
153	1696860789490	09/10/2023 14:13:09	1696867989490	2	09/10/2023 18:13:09	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	45	pcp_vt	pcp_vt_stimulus	9rtpjb	2	continue		19557.63600004767	19553.780000000028	19557.63600004767	19557.63600004767	19553.780000000028	19557.63600004767	1	19557.63600004767	0	0		Click To Continue	submit_button	4	object-49	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_10_set_0_480.png	live_1_pcp_vt_size_10_set_0_480	1	10	0	480				40	16	200	1			
154	1696860789495	09/10/2023 14:13:09	1696867989495	2	09/10/2023 18:13:09	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1	45	pcp_vt	pcp_vt_stimulus	9rtpjb	2	response	203	16555.419999999925	19553.780000000028	19562.036000143038	16555.419999999925	19553.780000000028	19562.036000143038	1	16555.419999999925	3006.6160001431126	0	estimated_value_response	Number Entry	estimated_value_input	5	object-50	pcp_vt	pcp_vt_stimulus	1	live_1_pcp_vt_size_10_set_0_480.png	live_1_pcp_vt_size_10_set_0_480	1	10	0	480				40	16	200	1			
155	1696860789507	09/10/2023 14:13:09	1696867989507	2	09/10/2023 18:13:09	142982	9	task-i1zc		32116496	d8291739ea0524a27218f1b46be36919		complete		6524207607d328a312d69c87	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1536x864	1536x707			0	pcp_vt	13	Spreadsheet1						5	END							0																											
1	1696859415764	09/10/2023 13:50:15	1696866615764	2	09/10/2023 17:50:15	142982	9	task-i1zc		32116472	126a1d6bb22fdf280ae8bed2a3377cb8		complete		65242084868cabb9fb78d7b9	computer	Desktop or Laptop	Windows 10	Chrome 117.0.0.0	1921x943	1920x941			0	pcp_vt	13	Spreadsheet1						5	BEGIN							0																											
