Event Index	UTC Timestamp	UTC Date	Local Timestamp	Local Timezone	Local Date	Experiment ID	Experiment Version	Tree Node Key	Repeat Key	Schedule ID	Participant Public ID	Participant Starting Group	Participant Status	Participant Completion Code	Participant External Session ID	Participant Device Type	Participant Device	Participant OS	Participant Browser	Participant Monitor Size	Participant Viewport Size	Checkpoint	Task Name	Task Version	Spreadsheet	Trial Number	Display	Screen	Screen ID	Screen Counter	Response Type	Response	Onset Time	Clock Time	Reaction Time	Absolute Onset Time	Absolute Clock Time	Absolute Reaction Time	Correct	Response Onset	Response Duration	Proportion	Tag	Component Name	Object Name	Object Number	Object ID	Spreadsheet: display	Spreadsheet: randomise_trials	Spreadsheet: pcp	Spreadsheet: pcp_string	Spreadsheet: corr	Spreadsheet: sample_size	Spreadsheet: spacing	Spreadsheet: corr_scale	Spreadsheet: corr_estimated	Spreadsheet: attention_image	Spreadsheet: correct_attention_choice	Spreadsheet: text	Spreadsheet: screen	Spreadsheet: helptext	Spreadsheet: corr_correct_response	Manipulation: Spreadsheet
81	1686560966817	12/06/2023 09:09:26	1686564566817	1	12/06/2023 11:09:26	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	22	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	899.8569999999891	883.2010000000009	899.8569999999891	1	0	0	0		Click To Continue	---	4	object-23	corr_est	1	pcp_corr_0.762_size_40_30.png	pcp_corr_0.762_size_40_30	0.762	40	30	2					corr_est_stimulus			
82	1686560968767	12/06/2023 09:09:28	1686564568767	1	12/06/2023 11:09:28	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	23	corr_est	fixation	uey5yj	1	continue		1966.804999999993	1966.804999999993	1966.804999999993	1966.804999999993	1966.804999999993	1966.804999999993	1	1966.804999999993	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_-0.762_size_40_480.png	pcp_corr_-0.762_size_40_480	-0.762	40	480	-2					corr_est_stimulus			
83	1686560973639	12/06/2023 09:09:33	1686564573639	1	12/06/2023 11:09:33	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	23	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	1	0	0	0	4872.640999976167	4865.7240000000165	4872.640999976167	1	0	0	0	estimated_corr	Click Response	+	8	object-27	corr_est	1	pcp_corr_-0.762_size_40_480.png	pcp_corr_-0.762_size_40_480	-0.762	40	480	-2					corr_est_stimulus			
84	1686560973639	12/06/2023 09:09:33	1686564573639	1	12/06/2023 11:09:33	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	23	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	4873.040999952325	4865.7240000000165	4873.040999952325	1	0	0	0		Click To Continue	+	8	object-27	corr_est	1	pcp_corr_-0.762_size_40_480.png	pcp_corr_-0.762_size_40_480	-0.762	40	480	-2					corr_est_stimulus			
85	1686560975599	12/06/2023 09:09:35	1686564575599	1	12/06/2023 11:09:35	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	24	corr_est	fixation	uey5yj	1	continue		1966.4439999999886	1966.4439999999886	1966.4439999999886	1966.4439999999886	1966.4439999999886	1966.4439999999886	1	1966.4439999999886	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_0.762_size_40_480.png	pcp_corr_0.762_size_40_480	0.762	40	480	2					corr_est_stimulus			
86	1686560976679	12/06/2023 09:09:36	1686564576679	1	12/06/2023 11:09:36	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	24	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	1	0	0	0	1080.3729999523202	1066.9200000000128	1080.3729999523202	1	0	0	0	estimated_corr	Click Response	+	8	object-27	corr_est	1	pcp_corr_0.762_size_40_480.png	pcp_corr_0.762_size_40_480	0.762	40	480	2					corr_est_stimulus			
87	1686560976679	12/06/2023 09:09:36	1686564576679	1	12/06/2023 11:09:36	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	24	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	1080.972999976162	1066.9200000000128	1080.972999976162	1	0	0	0		Click To Continue	+	8	object-27	corr_est	1	pcp_corr_0.762_size_40_480.png	pcp_corr_0.762_size_40_480	0.762	40	480	2					corr_est_stimulus			
88	1686560978632	12/06/2023 09:09:38	1686564578632	1	12/06/2023 11:09:38	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	1	attention_button	fixation	ow4syi	1	continue		1965.8929999999818	1965.8929999999818	1965.8929999999818	1965.8929999999818	1965.8929999999818	1965.8929999999818	1	1965.8929999999818	0	0		Fixation Timing	Fixation	1	object-86	attention_button										A		attention_button_select			
89	1686560980190	12/06/2023 09:09:40	1686564580190	1	12/06/2023 11:09:40	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	1	attention_button	attention_button_select	mx2tou	2	response	A	1558.7600000000093	1549.643000000011	1558.7600000000093	1558.7600000000093	1549.643000000011	1558.7600000000093	1	1558.7600000000093	0	0		Click Response	Response	1	object-81	attention_button										A		attention_button_select			
90	1686560982148	12/06/2023 09:09:42	1686564582148	1	12/06/2023 11:09:42	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	25	corr_est	fixation	uey5yj	1	continue		1966.475999999995	1966.475999999995	1966.475999999995	1966.475999999995	1966.475999999995	1966.475999999995	1	1966.475999999995	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_-0.905_size_160_120.png	pcp_corr_-0.905_size_160_120	-0.905	160	120	-3					corr_est_stimulus			
91	1686560984711	12/06/2023 09:09:44	1686564584711	1	12/06/2023 11:09:44	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	25	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	0	0	0	0	2563.1410000000033	2550.0380000000005	2563.1410000000033	1	0	0	0	estimated_corr	Click Response	0	7	object-26	corr_est	1	pcp_corr_-0.905_size_160_120.png	pcp_corr_-0.905_size_160_120	-0.905	160	120	-3					corr_est_stimulus			
92	1686560984711	12/06/2023 09:09:44	1686564584711	1	12/06/2023 11:09:44	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	25	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	2563.5409999761614	2550.0380000000005	2563.5409999761614	1	0	0	0		Click To Continue	0	7	object-26	corr_est	1	pcp_corr_-0.905_size_160_120.png	pcp_corr_-0.905_size_160_120	-0.905	160	120	-3					corr_est_stimulus			
93	1686560986664	12/06/2023 09:09:46	1686564586664	1	12/06/2023 11:09:46	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	26	corr_est	fixation	uey5yj	1	continue		1966.5009999999893	1966.5009999999893	1966.5009999999893	1966.5009999999893	1966.5009999999893	1966.5009999999893	1	1966.5009999999893	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_0.905_size_160_120.png	pcp_corr_0.905_size_160_120	0.905	160	120	3					corr_est_stimulus			
94	1686560988687	12/06/2023 09:09:48	1686564588687	1	12/06/2023 11:09:48	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	26	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	-1	0	0	0	2023.0019999761716	2015.8600000000151	2023.0019999761716	1	0	0	0	estimated_corr	Click Response	-	6	object-25	corr_est	1	pcp_corr_0.905_size_160_120.png	pcp_corr_0.905_size_160_120	0.905	160	120	3					corr_est_stimulus			
95	1686560988692	12/06/2023 09:09:48	1686564588692	1	12/06/2023 11:09:48	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	26	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	2027.9019999523298	2015.8600000000151	2027.9019999523298	1	0	0	0		Click To Continue	-	6	object-25	corr_est	1	pcp_corr_0.905_size_160_120.png	pcp_corr_0.905_size_160_120	0.905	160	120	3					corr_est_stimulus			
96	1686560990647	12/06/2023 09:09:50	1686564590647	1	12/06/2023 11:09:50	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	27	corr_est	fixation	uey5yj	1	continue		1966.5650000000023	1966.5650000000023	1966.5650000000023	1966.5650000000023	1966.5650000000023	1966.5650000000023	1	1966.5650000000023	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_-0.905_size_160_30.png	pcp_corr_-0.905_size_160_30	-0.905	160	30	-3					corr_est_stimulus			
97	1686560991662	12/06/2023 09:09:51	1686564591662	1	12/06/2023 11:09:51	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	27	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	-3	0	0	0	1015.8110000000161	999.6140000000014	1015.8110000000161	1	0	0	0	estimated_corr	Click Response	---	4	object-23	corr_est	1	pcp_corr_-0.905_size_160_30.png	pcp_corr_-0.905_size_160_30	-0.905	160	30	-3					corr_est_stimulus			
98	1686560991663	12/06/2023 09:09:51	1686564591663	1	12/06/2023 11:09:51	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	27	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	1015.8110000000161	999.6140000000014	1015.8110000000161	1	0	0	0		Click To Continue	---	4	object-23	corr_est	1	pcp_corr_-0.905_size_160_30.png	pcp_corr_-0.905_size_160_30	-0.905	160	30	-3					corr_est_stimulus			
99	1686560993614	12/06/2023 09:09:53	1686564593614	1	12/06/2023 11:09:53	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	28	corr_est	fixation	uey5yj	1	continue		1967.0139999999956	1967.0139999999956	1967.0139999999956	1967.0139999999956	1967.0139999999956	1967.0139999999956	1	1967.0139999999956	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_0.905_size_160_30.png	pcp_corr_0.905_size_160_30	0.905	160	30	3					corr_est_stimulus			
100	1686560998847	12/06/2023 09:09:58	1686564598847	1	12/06/2023 11:09:58	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	28	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	-3	0	0	0	5233.848999952315	5231.978000000003	5233.848999952315	1	0	0	0	estimated_corr	Click Response	---	4	object-23	corr_est	1	pcp_corr_0.905_size_160_30.png	pcp_corr_0.905_size_160_30	0.905	160	30	3					corr_est_stimulus			
101	1686560998852	12/06/2023 09:09:58	1686564598852	1	12/06/2023 11:09:58	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	28	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	5239.048999999999	5231.978000000003	5239.048999999999	1	0	0	0		Click To Continue	---	4	object-23	corr_est	1	pcp_corr_0.905_size_160_30.png	pcp_corr_0.905_size_160_30	0.905	160	30	3					corr_est_stimulus			
102	1686561000814	12/06/2023 09:10:00	1686564600814	1	12/06/2023 11:10:00	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	29	corr_est	fixation	uey5yj	1	continue		1966.4429999999993	1966.4429999999993	1966.4429999999993	1966.4429999999993	1966.4429999999993	1966.4429999999993	1	1966.4429999999993	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_-0.905_size_160_480.png	pcp_corr_-0.905_size_160_480	-0.905	160	480	-3					corr_est_stimulus			
103	1686561003750	12/06/2023 09:10:03	1686564603750	1	12/06/2023 11:10:03	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	29	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	0	0	0	0	2938.827999988076	2933.3280000000086	2938.827999988076	1	0	0	0	estimated_corr	Click Response	0	7	object-26	corr_est	1	pcp_corr_-0.905_size_160_480.png	pcp_corr_-0.905_size_160_480	-0.905	160	480	-3					corr_est_stimulus			
104	1686561003751	12/06/2023 09:10:03	1686564603751	1	12/06/2023 11:10:03	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	29	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	2939.227999964234	2933.3280000000086	2939.227999964234	1	0	0	0		Click To Continue	0	7	object-26	corr_est	1	pcp_corr_-0.905_size_160_480.png	pcp_corr_-0.905_size_160_480	-0.905	160	480	-3					corr_est_stimulus			
105	1686561005711	12/06/2023 09:10:05	1686564605711	1	12/06/2023 11:10:05	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	30	corr_est	fixation	uey5yj	1	continue		1965.9739999999874	1965.9739999999874	1965.9739999999874	1965.9739999999874	1965.9739999999874	1965.9739999999874	1	1965.9739999999874	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_0.905_size_160_480.png	pcp_corr_0.905_size_160_480	0.905	160	480	3					corr_est_stimulus			
106	1686561007110	12/06/2023 09:10:07	1686564607110	1	12/06/2023 11:10:07	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	30	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	0	0	0	0	1399.6259999523172	1383.1680000000051	1399.6259999523172	1	0	0	0	estimated_corr	Click Response	0	7	object-26	corr_est	1	pcp_corr_0.905_size_160_480.png	pcp_corr_0.905_size_160_480	0.905	160	480	3					corr_est_stimulus			
107	1686561007111	12/06/2023 09:10:07	1686564607111	1	12/06/2023 11:10:07	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	30	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	1399.838000000018	1383.1680000000051	1399.838000000018	1	0	0	0		Click To Continue	0	7	object-26	corr_est	1	pcp_corr_0.905_size_160_480.png	pcp_corr_0.905_size_160_480	0.905	160	480	3					corr_est_stimulus			
108	1686561009070	12/06/2023 09:10:09	1686564609070	1	12/06/2023 11:10:09	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	31	corr_est	fixation	uey5yj	1	continue		1966.3310000000056	1966.3310000000056	1966.3310000000056	1966.3310000000056	1966.3310000000056	1966.3310000000056	1	1966.3310000000056	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_-0.905_size_40_120.png	pcp_corr_-0.905_size_40_120	-0.905	40	120	-3					corr_est_stimulus			
109	1686561010528	12/06/2023 09:10:10	1686564610528	1	12/06/2023 11:10:10	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	31	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	-2	0	0	0	1465.9379999999655	1449.743999999977	1465.9379999999655	1	0	0	0	estimated_corr	Click Response	--	5	object-24	corr_est	1	pcp_corr_-0.905_size_40_120.png	pcp_corr_-0.905_size_40_120	-0.905	40	120	-3					corr_est_stimulus			
110	1686561010528	12/06/2023 09:10:10	1686564610528	1	12/06/2023 11:10:10	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	31	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	1465.9379999999655	1449.743999999977	1465.9379999999655	1	0	0	0		Click To Continue	--	5	object-24	corr_est	1	pcp_corr_-0.905_size_40_120.png	pcp_corr_-0.905_size_40_120	-0.905	40	120	-3					corr_est_stimulus			
111	1686561012478	12/06/2023 09:10:12	1686564612478	1	12/06/2023 11:10:12	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	32	corr_est	fixation	uey5yj	1	continue		1967.0130000000063	1967.0130000000063	1967.0130000000063	1967.0130000000063	1967.0130000000063	1967.0130000000063	1	1967.0130000000063	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_0.905_size_40_120.png	pcp_corr_0.905_size_40_120	0.905	40	120	3					corr_est_stimulus			
112	1686561013759	12/06/2023 09:10:13	1686564613759	1	12/06/2023 11:10:13	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	32	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	-2	0	0	0	1281.1699999642442	1266.3850000000093	1281.1699999642442	1	0	0	0	estimated_corr	Click Response	--	5	object-24	corr_est	1	pcp_corr_0.905_size_40_120.png	pcp_corr_0.905_size_40_120	0.905	40	120	3					corr_est_stimulus			
113	1686561013760	12/06/2023 09:10:13	1686564613760	1	12/06/2023 11:10:13	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	32	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	1281.6699999642442	1266.3850000000093	1281.6699999642442	1	0	0	0		Click To Continue	--	5	object-24	corr_est	1	pcp_corr_0.905_size_40_120.png	pcp_corr_0.905_size_40_120	0.905	40	120	3					corr_est_stimulus			
114	1686561015711	12/06/2023 09:10:15	1686564615711	1	12/06/2023 11:10:15	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	33	corr_est	fixation	uey5yj	1	continue		1966.3999999999942	1966.3999999999942	1966.3999999999942	1966.3999999999942	1966.3999999999942	1966.3999999999942	1	1966.3999999999942	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_-0.905_size_40_30.png	pcp_corr_-0.905_size_40_30	-0.905	40	30	-3					corr_est_stimulus			
115	1686561016879	12/06/2023 09:10:16	1686564616879	1	12/06/2023 11:10:16	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	33	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	-3	0	0	0	1168.7850000000035	1166.2479999999923	1168.7850000000035	1	0	0	0	estimated_corr	Click Response	---	4	object-23	corr_est	1	pcp_corr_-0.905_size_40_30.png	pcp_corr_-0.905_size_40_30	-0.905	40	30	-3					corr_est_stimulus			
116	1686561016880	12/06/2023 09:10:16	1686564616880	1	12/06/2023 11:10:16	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	33	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	1169.3849999642407	1166.2479999999923	1169.3849999642407	1	0	0	0		Click To Continue	---	4	object-23	corr_est	1	pcp_corr_-0.905_size_40_30.png	pcp_corr_-0.905_size_40_30	-0.905	40	30	-3					corr_est_stimulus			
117	1686561018844	12/06/2023 09:10:18	1686564618844	1	12/06/2023 11:10:18	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	34	corr_est	fixation	uey5yj	1	continue		1966.5990000000165	1966.5990000000165	1966.5990000000165	1966.5990000000165	1966.5990000000165	1966.5990000000165	1	1966.5990000000165	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_0.905_size_40_30.png	pcp_corr_0.905_size_40_30	0.905	40	30	3					corr_est_stimulus			
118	1686561020095	12/06/2023 09:10:20	1686564620095	1	12/06/2023 11:10:20	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	34	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	-3	0	0	0	1251.737999952311	1249.453999999998	1251.737999952311	1	0	0	0	estimated_corr	Click Response	---	4	object-23	corr_est	1	pcp_corr_0.905_size_40_30.png	pcp_corr_0.905_size_40_30	0.905	40	30	3					corr_est_stimulus			
119	1686561020104	12/06/2023 09:10:20	1686564620104	1	12/06/2023 11:10:20	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	34	corr_est	corr_est_stimulus	ws1eyw	2	continue		0	0	0	1260.9379999999946	1249.453999999998	1260.9379999999946	1	0	0	0		Click To Continue	---	4	object-23	corr_est	1	pcp_corr_0.905_size_40_30.png	pcp_corr_0.905_size_40_30	0.905	40	30	3					corr_est_stimulus			
120	1686561022064	12/06/2023 09:10:22	1686564622064	1	12/06/2023 11:10:22	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	35	corr_est	fixation	uey5yj	1	continue		1966.4340000000084	1966.4340000000084	1966.4340000000084	1966.4340000000084	1966.4340000000084	1966.4340000000084	1	1966.4340000000084	0	0		Fixation Timing	Fixation	1	object-16	corr_est	1	pcp_corr_-0.905_size_40_480.png	pcp_corr_-0.905_size_40_480	-0.905	40	480	-3					corr_est_stimulus			
121	1686561023712	12/06/2023 09:10:23	1686564623712	1	12/06/2023 11:10:23	135554	9	task-3dzl		30006905	5fa79c380a393fe8ccfbf2b3a50d0305		complete		6486edcce2704c8f80fe7e50	computer	Desktop or Laptop	Windows 10	Chrome 114.0.0.0	1536x864	1458x762		corr_spacing	20	gorilla_corr_est	35	corr_est	corr_est_stimulus	ws1eyw	2	tooEarly	-1	0	0	0	1652.3499999523046	1649.6459999999788	1652.3499999523046	1	0	0	0	estimated_corr	Click Response	-	6	object-25	corr_est	1	pcp_corr_-0.905_size_40_480.png	pcp_corr_-0.905_size_40_480	-0.905	40	480	-3					corr_est_stimulus			
